Doc Length	Fraction Argumentive Part	Shortened Doc Length	Shortened Fraction Argumentive Part	No. of Args	Fraction of Distinguishing Arg	Fraction of Einschätzungsspielraum Arg	Fraction of Entscheidung des EGMR Arg	Fraction of Konsens der prozessualen Parteien Arg	Fraction of Overruling Arg	Fraction of Rechtsvergleichung Arg	Fraction of Sinn & Zweck Auslegung Arg	Fraction of Subsumtion Arg	Fraction of Systematische Auslegung Arg	Fraction of Verhältnismäßigkeitsprüfung – Angemessenheit Arg	Fraction of Verhältnismäßigkeitsprüfung – Geeignetheit Arg	Fraction of Verhältnismäßigkeitsprüfung – Legitimer Zweck Arg	Fraction of Verhältnismäßigkeitsprüfung – Rechtsgrundlage Arg	Fraction of Vorherige Rechtsprechung des EGMR Arg	Fraction of Wortlaut Auslegung Arg	Fraction of Beschwerdeführer Agent	Fraction of EGMR Agent	Fraction of Staat Agent	Fraction of Kommission/Kammer Agent	Fraction of Dritte Agent	Avg. Arg Length (Chars)	Importance
5699.0	0.480610633444464	4387.0	0.6243446546614999	30.0	0.0	0.0	0.06666666666666667	0.03333333333333333	0.0	0.0	0.0	0.6666666666666666	0.0	0.06666666666666667	0.0	0.0	0.0	0.16666666666666666	0.0	0.3	0.6666666666666666	0.03333333333333333	0.0	0.0	490.7	2
10777.0	0.6046209520274659	7272.0	0.8960396039603961	53.0	0.018867924528301886	0.0	0.03773584905660377	0.018867924528301886	0.0	0.0	0.0	0.7358490566037735	0.0	0.018867924528301886	0.0	0.0	0.0	0.16981132075471697	0.0	0.1509433962264151	0.7358490566037735	0.11320754716981132	0.0	0.0	660.1698113207547	3
16203.0	0.4776893167931865	8575.0	0.9026239067055394	72.0	0.0	0.041666666666666664	0.05555555555555555	0.013888888888888888	0.0	0.0	0.0	0.3472222222222222	0.0	0.4861111111111111	0.0	0.0	0.041666666666666664	0.013888888888888888	0.0	0.20833333333333334	0.5555555555555556	0.20833333333333334	0.0	0.027777777777777776	582.1944444444445	3
6697.0	0.2669852172614604	2590.0	0.6903474903474903	22.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.3181818181818182	0.0	0.0	0.36363636363636365	0.0	0.0	0.22727272727272727	0.0	0.13636363636363635	0.7727272727272727	0.09090909090909091	0.0	0.0	428.59090909090907	4
5894.0	0.6009501187648456	4260.0	0.8314553990610328	41.0	0.0	0.0	0.14634146341463414	0.0	0.0	0.0	0.0	0.6341463414634146	0.0	0.0	0.0	0.0	0.04878048780487805	0.17073170731707318	0.0	0.14634146341463414	0.7317073170731707	0.12195121951219512	0.0	0.0	443.390243902439	4
9986.0	0.23713198477869013	3859.0	0.6136304742161182	23.0	0.0	0.0	0.08695652173913043	0.0	0.0	0.0	0.0	0.6956521739130435	0.0	0.0	0.0	0.0	0.0	0.21739130434782608	0.0	0.13043478260869565	0.7391304347826086	0.043478260869565216	0.0	0.08695652173913043	551.2608695652174	3
9671.0	0.4188811911901561	5358.0	0.7560656961552819	30.0	0.0	0.0	0.1	0.06666666666666667	0.0	0.0	0.0	0.5666666666666667	0.0	0.13333333333333333	0.0	0.0	0.0	0.13333333333333333	0.0	0.2	0.6666666666666666	0.13333333333333333	0.0	0.0	727.4666666666667	3
14710.0	0.5170632222977567	8800.0	0.8643181818181818	71.0	0.0	0.014084507042253521	0.08450704225352113	0.014084507042253521	0.0	0.0	0.0	0.7746478873239436	0.0	0.014084507042253521	0.0	0.014084507042253521	0.0	0.08450704225352113	0.0	0.19718309859154928	0.7323943661971831	0.07042253521126761	0.0	0.0	576.7605633802817	3
4697.0	0.38812007664466686	2567.0	0.7101675107128944	24.0	0.041666666666666664	0.0	0.08333333333333333	0.041666666666666664	0.0	0.0	0.0	0.5833333333333334	0.0	0.041666666666666664	0.0	0.0	0.041666666666666664	0.16666666666666666	0.0	0.125	0.7083333333333334	0.16666666666666666	0.0	0.0	404.9583333333333	3
14456.0	0.37714443829551747	6444.0	0.8460583488516449	44.0	0.0	0.0	0.045454545454545456	0.0	0.0	0.0	0.0	0.3181818181818182	0.0	0.3181818181818182	0.0	0.045454545454545456	0.09090909090909091	0.18181818181818182	0.0	0.1590909090909091	0.6590909090909091	0.18181818181818182	0.0	0.0	661.2045454545455	4
5934.0	0.40023592854735424	3715.0	0.639300134589502	30.0	0.0	0.0	0.06666666666666667	0.03333333333333333	0.0	0.0	0.0	0.16666666666666666	0.0	0.5333333333333333	0.0	0.06666666666666667	0.1	0.03333333333333333	0.0	0.13333333333333333	0.6333333333333333	0.23333333333333334	0.0	0.0	420.1333333333333	3
11440.0	0.36669580419580416	9046.0	0.4637408799469379	31.0	0.0	0.0	0.0967741935483871	0.0	0.0	0.0	0.0	0.5161290322580645	0.0	0.03225806451612903	0.0	0.0	0.1935483870967742	0.16129032258064516	0.0	0.12903225806451613	0.7741935483870968	0.0967741935483871	0.0	0.0	686.6451612903226	4
7224.0	0.35465116279069764	3241.0	0.7904967602591793	18.0	0.0	0.0	0.05555555555555555	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.05555555555555555	0.0	0.0	0.0	0.2222222222222222	0.0	0.1111111111111111	0.6666666666666666	0.2222222222222222	0.0	0.0	787.6111111111111	1
1572.0	0.28498727735368956	1337.0	0.33507853403141363	7.0	0.0	0.0	0.2857142857142857	0.0	0.0	0.0	0.0	0.5714285714285714	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.14285714285714285	0.8571428571428571	0.0	0.0	0.0	311.57142857142856	4
11791.0	0.3997116444745993	5760.0	0.8182291666666667	40.0	0.025	0.0	0.05	0.05	0.0	0.0	0.0	0.35	0.0	0.275	0.0	0.1	0.05	0.1	0.0	0.2	0.475	0.25	0.0	0.075	629.625	4
7108.0	0.38252673044456953	3994.0	0.6807711567351027	43.0	0.0	0.0	0.18604651162790697	0.0	0.0	0.0	0.0	0.6976744186046512	0.0	0.0	0.0	0.0	0.046511627906976744	0.06976744186046512	0.0	0.18604651162790697	0.7441860465116279	0.06976744186046512	0.0	0.0	344.51162790697674	4
13356.0	0.509958071278826	9515.0	0.7158171308460326	67.0	0.0	0.0	0.05970149253731343	0.0	0.0	0.0	0.0	0.6716417910447762	0.0	0.14925373134328357	0.0	0.014925373134328358	0.0	0.1044776119402985	0.0	0.16417910447761194	0.6716417910447762	0.16417910447761194	0.0	0.0	541.8507462686567	3
11309.0	0.48448138650632244	5940.0	0.9223905723905724	54.0	0.0	0.0	0.09259259259259259	0.037037037037037035	0.0	0.0	0.0	0.5370370370370371	0.0	0.12962962962962962	0.0	0.018518518518518517	0.07407407407407407	0.1111111111111111	0.0	0.14814814814814814	0.7037037037037037	0.14814814814814814	0.0	0.0	527.3333333333334	4
8761.0	0.3740440588973861	4974.0	0.6588258946521914	31.0	0.06451612903225806	0.0	0.03225806451612903	0.0	0.0	0.0	0.0	0.7419354838709677	0.0	0.0	0.0	0.0	0.0	0.16129032258064516	0.0	0.12903225806451613	0.7741935483870968	0.0967741935483871	0.0	0.0	571.0645161290323	2
5861.0	0.3594949667292271	3716.0	0.5670075349838536	12.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.16666666666666666	0.75	0.08333333333333333	0.0	0.0	989.6666666666666	4
4538.0	0.5088144557073601	2905.0	0.7948364888123924	34.0	0.0	0.029411764705882353	0.058823529411764705	0.0	0.0	0.0	0.0	0.4117647058823529	0.0	0.23529411764705882	0.0	0.11764705882352941	0.08823529411764706	0.058823529411764705	0.0	0.23529411764705882	0.5882352941176471	0.17647058823529413	0.0	0.0	358.8529411764706	1
6546.0	0.4644057439657806	4000.0	0.76	31.0	0.0	0.03225806451612903	0.12903225806451613	0.0	0.0	0.0	0.0	0.5806451612903226	0.0	0.06451612903225806	0.0	0.03225806451612903	0.0	0.16129032258064516	0.0	0.1935483870967742	0.7096774193548387	0.0967741935483871	0.0	0.0	518.8709677419355	4
82253.0	0.2661665835896563	68207.0	0.3209787851686777	195.0	0.005128205128205128	0.0	0.03076923076923077	0.010256410256410256	0.0	0.0	0.010256410256410256	0.7743589743589744	0.0	0.0	0.0	0.0	0.0	0.1641025641025641	0.005128205128205128	0.14358974358974358	0.6410256410256411	0.1641025641025641	0.03076923076923077	0.020512820512820513	598.0051282051282	1
6863.0	0.3894798193209966	5237.0	0.5104067214053848	25.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.4	0.0	0.28	0.0	0.04	0.08	0.08	0.0	0.2	0.64	0.16	0.0	0.0	581.84	3
4044.0	0.5474777448071216	2935.0	0.7543441226575809	23.0	0.0	0.0	0.13043478260869565	0.043478260869565216	0.0	0.0	0.0	0.4782608695652174	0.0	0.30434782608695654	0.0	0.0	0.043478260869565216	0.0	0.0	0.17391304347826086	0.7391304347826086	0.08695652173913043	0.0	0.0	525.9565217391304	4
13886.0	0.2928129050842575	9357.0	0.4345409853585551	52.0	0.0	0.0	0.11538461538461539	0.0	0.0	0.0	0.0	0.6730769230769231	0.0	0.0	0.0	0.0	0.038461538461538464	0.17307692307692307	0.0	0.1346153846153846	0.6730769230769231	0.1346153846153846	0.057692307692307696	0.0	413.5576923076923	1
12985.0	0.17912976511359258	6083.0	0.3823771165543317	35.0	0.0	0.0	0.08571428571428572	0.02857142857142857	0.0	0.0	0.0	0.5714285714285714	0.0	0.11428571428571428	0.0	0.08571428571428572	0.05714285714285714	0.05714285714285714	0.0	0.34285714285714286	0.42857142857142855	0.22857142857142856	0.0	0.0	364.3142857142857	4
10891.0	0.3608484069415113	7481.0	0.5253308381232455	31.0	0.0	0.0	0.03225806451612903	0.0	0.0	0.0	0.0	0.8709677419354839	0.0	0.0	0.0	0.0	0.0	0.0967741935483871	0.0	0.12903225806451613	0.6451612903225806	0.22580645161290322	0.0	0.0	681.741935483871	2
5617.0	0.3022965996083319	2532.0	0.6706161137440758	13.0	0.0	0.0	0.07692307692307693	0.0	0.0	0.0	0.0	0.7692307692307693	0.0	0.0	0.0	0.0	0.0	0.15384615384615385	0.0	0.15384615384615385	0.7692307692307693	0.07692307692307693	0.0	0.0	688.3076923076923	1
12068.0	0.326731852833941	6005.0	0.6566194837635304	33.0	0.0	0.0	0.09090909090909091	0.06060606060606061	0.0	0.0	0.0	0.7272727272727273	0.0	0.030303030303030304	0.0	0.0	0.0	0.09090909090909091	0.0	0.21212121212121213	0.6666666666666666	0.09090909090909091	0.030303030303030304	0.0	617.8787878787879	2
28282.0	0.41135704688494446	14192.0	0.8197576099210823	106.0	0.0	0.0	0.03773584905660377	0.009433962264150943	0.0	0.0	0.02830188679245283	0.7264150943396226	0.0	0.0	0.0	0.0	0.0	0.19811320754716982	0.0	0.18867924528301888	0.4716981132075472	0.1320754716981132	0.08490566037735849	0.12264150943396226	587.5754716981132	1
16275.0	0.4838095238095238	11885.0	0.6625157761884728	117.0	0.017094017094017096	0.0	0.07692307692307693	0.042735042735042736	0.0	0.0	0.0	0.6324786324786325	0.0	0.02564102564102564	0.0	0.017094017094017096	0.03418803418803419	0.15384615384615385	0.0	0.11965811965811966	0.6068376068376068	0.15384615384615385	0.0	0.11965811965811966	346.9230769230769	4
13408.0	0.443541169451074	7269.0	0.8181317925436786	55.0	0.0	0.0	0.05454545454545454	0.03636363636363636	0.0	0.0	0.0	0.2545454545454545	0.0	0.32727272727272727	0.0	0.01818181818181818	0.10909090909090909	0.2	0.0	0.12727272727272726	0.7272727272727273	0.14545454545454545	0.0	0.0	562.1090909090909	3
5785.0	0.562143474503025	3854.0	0.843798650752465	32.0	0.0	0.0	0.0625	0.03125	0.0	0.0	0.0	0.21875	0.0	0.40625	0.0	0.0625	0.0625	0.15625	0.0	0.09375	0.75	0.15625	0.0	0.0	543.28125	4
8528.0	0.6031894934333959	5853.0	0.8788655390398087	60.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.7333333333333333	0.0	0.0	0.0	0.0	0.016666666666666666	0.16666666666666666	0.0	0.16666666666666666	0.7	0.13333333333333333	0.0	0.0	453.15	4
53308.0	0.2194417348240414	30525.0	0.3832268632268633	82.0	0.0	0.0	0.024390243902439025	0.0	0.0	0.012195121951219513	0.0	0.8292682926829268	0.0	0.0	0.0	0.0	0.0	0.13414634146341464	0.0	0.14634146341463414	0.5365853658536586	0.24390243902439024	0.0	0.07317073170731707	777.7073170731708	1
5657.0	0.5692062930882094	3911.0	0.823318844285349	36.0	0.0	0.0	0.05555555555555555	0.08333333333333333	0.0	0.0	0.0	0.2777777777777778	0.0	0.5277777777777778	0.0	0.0	0.0	0.05555555555555555	0.0	0.19444444444444445	0.6944444444444444	0.1111111111111111	0.0	0.0	472.8333333333333	3
7207.0	0.45830442625225476	4614.0	0.7158647594278283	36.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.05555555555555555	0.4444444444444444	0.0	0.1388888888888889	0.0	0.05555555555555555	0.05555555555555555	0.1388888888888889	0.0	0.19444444444444445	0.6388888888888888	0.16666666666666666	0.0	0.0	507.77777777777777	2
5876.0	0.41150442477876104	3767.0	0.6418900982213963	28.0	0.0	0.0	0.21428571428571427	0.0	0.0	0.0	0.0	0.6071428571428571	0.0	0.0	0.0	0.0	0.0	0.17857142857142858	0.0	0.21428571428571427	0.7142857142857143	0.07142857142857142	0.0	0.0	457.7857142857143	4
6648.0	0.08468712394705169	1527.0	0.3686967910936477	14.0	0.0	0.0	0.14285714285714285	0.07142857142857142	0.0	0.0	0.0	0.7857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35714285714285715	0.35714285714285715	0.21428571428571427	0.07142857142857142	0.0	203.78571428571428	2
4989.0	0.4175185407897374	3062.0	0.6802743305029393	24.0	0.0	0.0	0.08333333333333333	0.041666666666666664	0.0	0.0	0.0	0.16666666666666666	0.0	0.4583333333333333	0.0	0.08333333333333333	0.041666666666666664	0.125	0.0	0.25	0.4583333333333333	0.2916666666666667	0.0	0.0	468.5833333333333	4
7047.0	0.3801617709663687	3711.0	0.7219078415521423	38.0	0.0	0.0	0.05263157894736842	0.02631578947368421	0.0	0.0	0.0	0.42105263157894735	0.0	0.2631578947368421	0.0	0.05263157894736842	0.10526315789473684	0.07894736842105263	0.0	0.21052631578947367	0.6578947368421053	0.13157894736842105	0.0	0.0	381.07894736842104	4
13878.0	0.26466349618100593	10050.0	0.36547263681592035	37.0	0.0	0.0	0.05405405405405406	0.05405405405405406	0.0	0.0	0.0	0.6216216216216216	0.0	0.0	0.0	0.0	0.02702702702702703	0.24324324324324326	0.0	0.13513513513513514	0.6756756756756757	0.1891891891891892	0.0	0.0	525.0540540540541	3
8268.0	0.352322206095791	5051.0	0.5767174816867947	21.0	0.0	0.0	0.047619047619047616	0.047619047619047616	0.0	0.0	0.0	0.047619047619047616	0.0	0.6190476190476191	0.0	0.0	0.047619047619047616	0.19047619047619047	0.0	0.09523809523809523	0.8095238095238095	0.09523809523809523	0.0	0.0	745.7619047619048	3
22126.0	0.462758745367441	11500.0	0.8903478260869565	64.0	0.03125	0.0	0.03125	0.0	0.0	0.03125	0.0	0.671875	0.0	0.0	0.0	0.0	0.0	0.234375	0.0	0.140625	0.71875	0.140625	0.0	0.0	842.8125	1
11802.0	0.49059481443823083	6474.0	0.8943466172381835	47.0	0.0	0.0	0.0425531914893617	0.02127659574468085	0.0	0.0	0.0	0.2127659574468085	0.0	0.5319148936170213	0.0	0.0425531914893617	0.06382978723404255	0.0851063829787234	0.0	0.23404255319148937	0.6595744680851063	0.10638297872340426	0.0	0.0	645.9148936170212	3
7109.0	0.4506963004642003	5169.0	0.6198491004062681	45.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.022222222222222223	0.06666666666666667	0.0	0.08888888888888889	0.7555555555555555	0.15555555555555556	0.0	0.0	376.3333333333333	4
6209.0	0.45611209534546626	3726.0	0.7600644122383253	33.0	0.0	0.0	0.06060606060606061	0.0	0.0	0.0	0.0	0.8181818181818182	0.0	0.0	0.0	0.0	0.0	0.12121212121212122	0.0	0.21212121212121213	0.696969696969697	0.09090909090909091	0.0	0.0	463.4848484848485	4
15351.0	0.4320891147156537	7675.0	0.8642345276872965	66.0	0.0	0.0	0.045454545454545456	0.045454545454545456	0.0	0.0	0.0	0.25757575757575757	0.0	0.3939393939393939	0.0	0.09090909090909091	0.09090909090909091	0.07575757575757576	0.0	0.18181818181818182	0.5303030303030303	0.2878787878787879	0.0	0.0	546.5909090909091	3
14755.0	0.5668586919688241	9862.0	0.8481038328939363	91.0	0.0	0.0	0.02197802197802198	0.02197802197802198	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.0	0.0	0.0	0.0989010989010989	0.0	0.24175824175824176	0.5494505494505495	0.2087912087912088	0.0	0.0	509.3076923076923	3
4064.0	0.42544291338582674	2492.0	0.6938202247191011	29.0	0.0	0.0	0.10344827586206896	0.034482758620689655	0.0	0.0	0.0	0.41379310344827586	0.0	0.20689655172413793	0.0	0.06896551724137931	0.06896551724137931	0.10344827586206896	0.0	0.1724137931034483	0.5517241379310345	0.27586206896551724	0.0	0.0	318.82758620689657	3
22496.0	0.24319879089615937	10964.0	0.498996716526815	44.0	0.022727272727272728	0.0	0.045454545454545456	0.022727272727272728	0.0	0.0	0.0	0.8409090909090909	0.0	0.0	0.0	0.0	0.0	0.06818181818181818	0.0	0.13636363636363635	0.6590909090909091	0.1590909090909091	0.045454545454545456	0.0	693.4318181818181	1
19957.0	0.37400410883399304	8757.0	0.8523466940733128	61.0	0.03278688524590164	0.0	0.09836065573770492	0.0	0.0	0.0	0.01639344262295082	0.6721311475409836	0.0	0.01639344262295082	0.0	0.0	0.06557377049180328	0.09836065573770492	0.0	0.16393442622950818	0.639344262295082	0.19672131147540983	0.0	0.0	665.0327868852459	3
19094.0	0.3475437310149785	9758.0	0.6800573888091822	61.0	0.01639344262295082	0.01639344262295082	0.04918032786885246	0.04918032786885246	0.0	0.0	0.0	0.5901639344262295	0.0	0.2459016393442623	0.0	0.0	0.0	0.03278688524590164	0.0	0.3114754098360656	0.4098360655737705	0.2786885245901639	0.0	0.0	577.672131147541	2
16133.0	0.5111882476910681	11266.0	0.7320255636428191	91.0	0.0	0.0	0.06593406593406594	0.04395604395604396	0.0	0.0	0.0	0.5494505494505495	0.0	0.1978021978021978	0.0	0.02197802197802198	0.04395604395604396	0.07692307692307693	0.0	0.2967032967032967	0.43956043956043955	0.26373626373626374	0.0	0.0	494.53846153846155	1
22082.0	0.4648582555927905	14402.0	0.7127482294125815	67.0	0.014925373134328358	0.014925373134328358	0.1044776119402985	0.0	0.0	0.0	0.014925373134328358	0.47761194029850745	0.0	0.1791044776119403	0.0	0.04477611940298507	0.014925373134328358	0.13432835820895522	0.0	0.1791044776119403	0.6865671641791045	0.13432835820895522	0.0	0.0	819.4925373134329	1
4737.0	0.503694321300401	3187.0	0.7486664574835269	25.0	0.04	0.0	0.08	0.0	0.0	0.0	0.0	0.56	0.0	0.16	0.0	0.04	0.04	0.08	0.0	0.12	0.76	0.12	0.0	0.0	503.24	3
18035.0	0.3784308289437206	8369.0	0.8155096188314016	70.0	0.0	0.0	0.12857142857142856	0.0	0.0	0.0	0.0	0.6857142857142857	0.0	0.0	0.0	0.0	0.0	0.18571428571428572	0.0	0.12857142857142856	0.6285714285714286	0.15714285714285714	0.0	0.08571428571428572	530.9	3
9252.0	0.25875486381322954	6238.0	0.38377685155498553	27.0	0.0	0.037037037037037035	0.07407407407407407	0.0	0.0	0.0	0.0	0.4074074074074074	0.0	0.14814814814814814	0.0	0.037037037037037035	0.1111111111111111	0.18518518518518517	0.0	0.1111111111111111	0.5925925925925926	0.2962962962962963	0.0	0.0	463.25925925925924	3
9168.0	0.35722076788830714	4388.0	0.7463536918869644	29.0	0.034482758620689655	0.0	0.034482758620689655	0.0	0.0	0.0	0.0	0.4482758620689655	0.0	0.3103448275862069	0.0	0.034482758620689655	0.06896551724137931	0.06896551724137931	0.0	0.13793103448275862	0.5517241379310345	0.10344827586206896	0.034482758620689655	0.1724137931034483	600.8275862068965	1
4349.0	0.3472062543113359	2974.0	0.50773369199731	20.0	0.05	0.0	0.1	0.05	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.1	0.8	0.1	0.0	0.0	383.95	2
2931.0	0.2954622995564654	1485.0	0.5831649831649832	12.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.4166666666666667	0.0	0.0	0.0	0.0	0.4166666666666667	0.08333333333333333	0.0	0.16666666666666666	0.75	0.08333333333333333	0.0	0.0	391.5	4
2265.0	0.3677704194260486	1550.0	0.5374193548387096	14.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.5714285714285714	0.0	0.21428571428571427	0.0	0.0	0.0	0.07142857142857142	0.0	0.14285714285714285	0.7142857142857143	0.14285714285714285	0.0	0.0	317.64285714285717	4
12524.0	0.3815873522836155	6919.0	0.690706749530279	47.0	0.0	0.0	0.0425531914893617	0.0425531914893617	0.0	0.0	0.0	0.23404255319148937	0.0	0.44680851063829785	0.0	0.02127659574468085	0.0425531914893617	0.1702127659574468	0.0	0.1702127659574468	0.6808510638297872	0.14893617021276595	0.0	0.0	548.468085106383	3
7753.0	0.4368631497484845	3653.0	0.92718313714755	35.0	0.0	0.0	0.02857142857142857	0.0	0.0	0.0	0.0	0.8	0.0	0.05714285714285714	0.0	0.0	0.0	0.11428571428571428	0.0	0.17142857142857143	0.6857142857142857	0.14285714285714285	0.0	0.0	505.2	1
7984.0	0.37813126252505014	3794.0	0.7957301001581445	25.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.12	0.8	0.08	0.0	0.0	678.72	4
1948.0	0.231006160164271	852.0	0.528169014084507	13.0	0.0	0.0	0.15384615384615385	0.07692307692307693	0.0	0.0	0.0	0.46153846153846156	0.0	0.07692307692307693	0.0	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.0	0.15384615384615385	0.6923076923076923	0.15384615384615385	0.0	0.0	182.76923076923077	3
4604.0	0.42311033883579496	2532.0	0.7693522906793049	18.0	0.0	0.0	0.1111111111111111	0.05555555555555555	0.0	0.0	0.0	0.7222222222222222	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.16666666666666666	0.6666666666666666	0.16666666666666666	0.0	0.0	573.8333333333334	4
21815.0	0.287966995186798	10151.0	0.6188552851935769	56.0	0.03571428571428571	0.0	0.017857142857142856	0.0	0.0	0.0	0.03571428571428571	0.32142857142857145	0.0	0.4107142857142857	0.0	0.0	0.0	0.17857142857142858	0.0	0.19642857142857142	0.5357142857142857	0.16071428571428573	0.0	0.10714285714285714	601.0178571428571	2
14137.0	0.2954657989672491	6441.0	0.648501785437044	37.0	0.0	0.0	0.10810810810810811	0.0	0.0	0.0	0.0	0.3783783783783784	0.0	0.3783783783783784	0.0	0.0	0.0	0.13513513513513514	0.0	0.21621621621621623	0.4594594594594595	0.32432432432432434	0.0	0.0	600.4054054054054	4
12199.0	0.2784654479875399	5121.0	0.6633470025385667	29.0	0.0	0.0	0.034482758620689655	0.034482758620689655	0.0	0.0	0.0	0.5517241379310345	0.0	0.2413793103448276	0.0	0.034482758620689655	0.10344827586206896	0.0	0.0	0.3103448275862069	0.5172413793103449	0.1724137931034483	0.0	0.0	643.6896551724138	1
5731.0	0.5487698481940324	3786.0	0.8306920232435288	31.0	0.0	0.0	0.0967741935483871	0.06451612903225806	0.0	0.0	0.0	0.5483870967741935	0.0	0.0967741935483871	0.0	0.0	0.0	0.1935483870967742	0.0	0.16129032258064516	0.6129032258064516	0.22580645161290322	0.0	0.0	554.6774193548387	4
